101,SI,AJ43535,20,14
102,SI,DG45363,20,20
103,SI,NESSUNA,0,0
104,SI,NESSUNA,0,0
105,SI,NESSUNA,0,0
106,SI,NESSUNA,0,0
107,SI,NESSUNA,0,0
108,SI,NESSUNA,0,0
109,SI,NESSUNA,0,0
110,SI,NESSUNA,0,0
111,SI,NESSUNA,0,0
112,SI,NESSUNA,0,0
113,SI,NESSUNA,0,0
114,SI,NESSUNA,0,0
115,SI,NESSUNA,0,0
116,SI,NESSUNA,0,0
117,SI,NESSUNA,0,0
118,SI,NESSUNA,0,0
119,SI,NESSUNA,0,0
120,SI,NESSUNA,0,0
121,SI,NESSUNA,0,0
122,SI,NESSUNA,0,0
123,SI,NESSUNA,0,0
124,SI,NESSUNA,0,0
125,SI,NESSUNA,0,0
126,SI,NESSUNA,0,0
127,SI,NESSUNA,0,0
128,SI,NESSUNA,0,0
129,SI,NESSUNA,0,0
130,SI,NESSUNA,0,0
131,SI,NESSUNA,0,0
132,SI,NESSUNA,0,0
133,SI,NESSUNA,0,0
134,SI,NESSUNA,0,0
135,SI,NESSUNA,0,0
136,SI,NESSUNA,0,0
137,SI,NESSUNA,0,0
138,SI,NESSUNA,0,0
139,SI,NESSUNA,0,0
140,SI,NESSUNA,0,0
141,SI,NESSUNA,0,0
142,SI,NESSUNA,0,0
143,SI,NESSUNA,0,0
144,SI,NESSUNA,0,0
145,SI,NESSUNA,0,0
146,SI,NESSUNA,0,0
147,SI,NESSUNA,0,0
148,SI,NESSUNA,0,0
149,SI,NESSUNA,0,0
150,SI,NESSUNA,0,0
